Work Order,Description,Description Google Translate,Asset Group,Asset Number,Asset Description,Create Date,Scheduled Start Date,Priority,Status,Owning Department,Work Order Type,Activity,Wip Accounting Class,Month, Actual Equipment Cost ,Labour Cost Group,Material Cost Group,Total Cost Group
3026708,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 250 HRS),AFEX FIRE SYSTEM INSPECTION (PM 250 HRS),CAT789CFIR,408,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 408,1/20/2016 6:16,1/27/2016 9:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-JAN, $-   ,0,0,0
3026723,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 500 HRS),AFEX FIRE SYSTEM INSPECTION (PM 500 HRS),CAT789DFIR,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,1/20/2016 6:35,1/29/2016 6:05,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-JAN, $-   ,0,0,0
3027921,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,CAT789CTIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,1/20/2016 11:33,1/26/2016 15:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV180,18601401,2016-JAN, $-   ,1,0,1
3027923,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,1/20/2016 11:33,1/27/2016 10:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV180,18601401,2016-JAN, $-   ,2,0,2
3027929,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,CAT789DTIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,1/20/2016 11:33,1/29/2016 8:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV181,18601401,2016-JAN, $-   ,1,0,1
3029246,corregir fuga de aceite de motor,To correct engine oil leak,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,1/21/2016 12:04,1/21/2016 11:58,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,2,0,2
3029870,CAMBIAR SELLO DE MANGUERA DE BOMBA DE V?LVULAS DE LA TOLVA,CHANGE HOPPER VALVE PUMP HOSE SEAL,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,1/22/2016 2:21,1/22/2016 2:20,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,11,0,11
3030184,corregir fuga hidraulica,To correct hydraulic leakage,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,1/22/2016 13:12,1/22/2016 13:10,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,5,0,5
3030243,chequear fuga de aire por la bocina,Check air leak through the horn,CAT789CAIR,403,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 403,1/22/2016 14:12,1/22/2016 14:08,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,2,0,2
3031211,corregir fuga de aceite en paquete de frenos pos 2,Correct leakage of oil in brake package pos 2,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,1/24/2016 7:46,1/24/2016 7:45,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,3,0,3
3031399,Cambiar llanta posicion 5,Change tire position 5,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,1/24/2016 12:54,2/21/2016 7:00,2 - Due less than 14 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,14,10,15
3031445,corregir evento de bajo voltaje en el sistema y el aire acondicionado enfria poco.,Correct low-voltage event in the system and cool little air conditioning.,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,1/24/2016 14:46,1/24/2016 14:44,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,11,0,11
3033750,"CAMBIAR MANGUERA REFRIGERANTE A/C, COMPRESOR A CONDENSADOR.","CHANGE HOSE REFRIGERANT A / C, COMPRESSOR TO CONDENSER.",CAT789DACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,1/26/2016 12:29,1/26/2016 12:29,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,0,11,11
3035720,"CAMBIAR TUBERIA SISTEMA DE DIRECCION (BACKLOG), POR FUGA EXTERNA","CHANGE PIPING SYSTEM (BACKLOG), FOR EXTERNAL LEAKAGE",CAT789CHYS,403,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,1/27/2016 14:07,4/27/2016 17:05,3 - Due less than 30 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,0,0
3035962,EXTRACCI?N DE ROCA DE LAS LLANTAS POS - 3 Y 4.,EXTRACTION OF ROCK OF POS - 3 AND 4 RIMS.,CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,1/27/2016 22:13,1/27/2016 22:12,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,7,0,7
3036254,ADICIONAL EN PARTES MOTOR 789D (422)_ S/N 7TR03313_ REFERENCIA PO 167569 LINEA 6_CID 81086163_PRESUPUEPUESTO 15303,ADDITIONAL ENGINE PARTS 789D (422) _ S / N 7TR03313_ REFERENCE PO 167569 LINE 6_CID 81086163_PRESUPUEPUESTO 15303,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,1/28/2016 4:18,1/28/2016 4:17,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,0,0,0
3036368,MANTENIMIENTO PREVENTIVO CADA 500HRS,PREVENTIVE MAINTENANCE EVERY 500HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,1/28/2016 6:57,04-09-16 3:25,3 - Due less than 30 days,Cancelled By PM,MM3,PM - Preventative,CAT789CPV003,18601401,2016-APR, $-   ,0,0,0
3036369,1000HR MANTTO PREVENTIVO,1000HR PREVENTIVE MANTLE,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,1/28/2016 6:57,2/25/2016 4:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV004,18601401,2016-FEB, $-   ,11,20,20
3036374,MANTENIMIENTO PREVENTIVO CADA 4000HRS,PREVENTIVE MAINTENANCE EVERY 4000HRS,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,1/28/2016 6:58,03-08-16 4:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV007,18601401,2016-MAR, $-   ,16,20,21
3036456,INSPECCION A/C EN INSP. 1000 HRS,INSPECTION A / C IN INSP.ˇ1000 HRS,CAT789DACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,1/28/2016 7:45,02-03-16 8:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,1,1
3036500,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 500 HRS),AFEX FIRE SYSTEM INSPECTION (PM 500 HRS),CAT789CFIR,408,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 408,1/28/2016 8:04,02-11-16 7:07,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3036502,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 1000 HRS),AFEX FIRE SYSTEM INSPECTION (PM 1000 HRS),CAT789DFIR,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,1/28/2016 8:05,02-03-16 9:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3036952,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,1/28/2016 12:15,02-03-16 7:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV181,18601401,2016-FEB, $-   ,1,0,1
3036963,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,1/28/2016 12:15,02-11-16 5:19,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV180,18601401,2016-FEB, $-   ,2,0,2
3037336,INSPECCION Y EVALUACION DE FUGA POR BOMBA DE DIRECCION,INSPECTION AND EVALUATION OF LEAK PUMP LEAK,CAT789CHYS,403,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,1/28/2016 22:55,1/28/2016 22:53,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,6,0,6
3038295,REPARAR BOCINAS,REPAIR HITCHES,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,1/29/2016 14:44,1/29/2016 14:43,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,2,0,2
3038427,cambiar luz de alta lado izq.,Change high side light left,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,1/30/2016 0:17,1/30/2016 0:14,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,2,14,14
3038727,REEMPLAZAR MOTOR DE ARRANQUE NEUM?TICO,REPLACE PNEUMATIC STARTER MOTOR,CAT789CENG,408,STARTER ENGINE HAULTRUCK CATERPILLAR 789C 408,1/30/2016 13:10,1/30/2016 13:04,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,11,22,22
3038860,cambiar llanta pos 6,Change tire pos 6,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,1/30/2016 21:13,1/30/2016 21:11,1 - Due less than 7 days,Closed,MM9,CM - Corrective,,18601401,2016-JAN, $-   ,11,0,11
3039161,Cambiar manguera de bloque de valvula de la transmission (para reponer al 419),Change transmission valve block hose (to reset to 419),CAT789DDTS,434,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,1/31/2016 2:45,1/31/2016 2:42,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-JAN, $-   ,0,0,0
3039406,Reemplazar manguera del enfriador del diferencial.,Replace differential cooler hose.,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,1/31/2016 14:14,3/26/2016 19:38,2 - Due less than 14 days,Closed,MM3,CM - Corrective,,18601401,2016-MAR, $-   ,2,12,12
3040637,CORREGIR FUGA CON EL TANQUE SECUNDARIO,CORRELATE LEAK WITH SECONDARY TANK,CAT789CAIR,408,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 408,02-01-16 11:07,02-01-16 11:05,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,3,0,3
3041867,REPARAR A/C,REPAIR A / C,CAT789DACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,02-02-16 2:23,02-02-16 2:23,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,3,0,3
3042898,"CAMBIAR LUZ DE ALTA INTENSIDAD, LADO DERECHO.","CHANGE HIGH INTENSITY LIGHT, RIGHT SIDE.",CAT789CELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,02-02-16 17:51,02-02-16 17:51,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,11,18,20
3042964,INSTALAR LIMPIA VIDRIO.,INSTALL CLEAN GLASS.,CAT789CFRM,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,02-02-16 22:00,02-02-16 22:00,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,5,4,8
3044731,CORREGIR FUGA POR CILINDRO DE DIRECCION IZQUIERDO,CORRECTION LEAK FOR LEFT STEERING CYLINDER,CAT789DHYS,434,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-04-16 6:42,02-04-16 6:41,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,0,1,1
3044830,REEMPLAZAR INTERRUPTOR MAESTRO,REPLACE MASTER SWITCH,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-04-16 8:36,02-04-16 8:34,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,3,7,10
3044844,INSPECCION A/C EN INSP. 250 HRS,INSPECTION A / C IN INSP.ˇ250 HRS,CAT789DACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,02-04-16 8:50,02-10-16 11:38,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3044856,INSPECCION A/C EN INSP. 500 HRS,INSPECTION A / C IN INSP.ˇ500 HRS,CAT789CACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,02-04-16 8:58,02-09-16 8:43,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3044858,INSPECCION A/C EN INSP. 500 HRS,INSPECTION A / C IN INSP.ˇ500 HRS,CAT789CACS,408,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 408,02-04-16 9:01,02-11-16 10:25,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3045026,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 250 HRS),AFEX FIRE SYSTEM INSPECTION (PM 250 HRS),CAT789DFIR,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-04-16 11:03,02-10-16 10:08,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3045046,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 500 HRS),AFEX FIRE SYSTEM INSPECTION (PM 500 HRS),CAT789CFIR,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,02-04-16 11:13,02-09-16 10:10,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3045845,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,CAT789CTIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,02-05-16 6:36,02-09-16 7:00,3 - Due less than 30 days,Closed,MM3,RW - Re Work,CAT789CPV180,18601401,2016-FEB, $-   ,3,0,3
3045849,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,CAT789DTIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-05-16 6:37,02-10-16 10:00,3 - Due less than 30 days,Closed,MM3,RW - Re Work,CAT789DPV181,18601401,2016-FEB, $-   ,1,0,1
3045873,REPARAR  BASE DE PROTECTOR DE LODO DELANTERO IZQUIERDO,REPAIR FRONT SLUDGE GUARD BASE,CAT789DFRM,434,FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-05-16 7:06,02-05-16 7:05,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,3,0,3
3046658,inspeccion de fuga de aceite hid.,Oil leakage inspection hid.,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-06-16 14:11,02-06-16 14:10,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,11,0,11
3047316,RETORQUEAR LLANTAS POS 6,RETURN TIRES POS 6,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,02-07-16 19:25,02-07-16 19:24,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,3,0,3
3047351,REPARAR V?LVULA DEL TANQUE SECUNDARIO,REPAIR SECONDARY TANK VALVE,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,02-07-16 22:57,02-07-16 22:56,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,2,0,2
3048459,CAMBIO DE LA VALVULA DE DRENAJE DEBAJO DE LA CAVINA DEL AIRE DE SERVICIO,CHANGE OF DRAIN VALVE BELOW CAVINE OF SERVICE AIR,CAT789CAIR,403,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 403,02-08-16 12:17,05-01-16 13:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3048471,CAMBIO DE LA VALVULA DE DRENAJE DEBAJO DE LA CAVINA DEL AIRE DE SERVICIO,CHANGE OF DRAIN VALVE BELOW CAVINE OF SERVICE AIR,CAT789CAIR,408,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 408,02-08-16 12:20,6/27/2016 6:35,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3048491,REVISAR LIMPIA PARABRISAS A VECES NO FUNCIONA (DISPACH).,CHECK CLEANING WINDSCREEN DOES NOT WORK (DISPACH).,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,02-08-16 12:33,2/27/2016 16:22,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-MAR, $-   ,3,0,3
3048497,REVISAR Y GESTIONAR: FALTA ABRAZADERA DEL PASAMANDO QUE ESTA PROXIMO A LAS BATERIAS ( DISPACH).,CHECK AND MANAGE: LACK OF CLOSURE NEAR THE BATTERIES (DISPACH).,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,02-08-16 12:35,03-01-16 22:18,2 - Due less than 14 days,Closed,MM3,PM - Preventative,,18601401,2016-MAR, $-   ,2,0,2
3048500,CAMBIO DE LA VALVULA DE DRENAJE DEL AIRE DE SERVICIO DEBAJO DE LA CABINA.,CHANGE OF AIR DRAIN VALVE UNDER THE CABIN.,CAT789DAIR,422,AIR SYSTEM HAULTRUCK CATERPILLAR 789D 422,02-08-16 12:36,6/17/2016 9:12,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3048522,CAMBIO DE LA VALVULA DE DRENAJE DEL AIRE DE SERVICIUO DEBAJO DE LA CAVINA,CHANGE OF SERVICE AIR DRAIN VALVE BELOW CAVINE,CAT789DAIR,434,AIR SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-08-16 12:42,4/19/2016 8:30,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,3,3,6
3049583,MANTENIMIENTO PREVENTIVO CADA 1000HRS,PREVENTIVE MAINTENANCE EVERY 1000HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,02-09-16 7:26,05-11-16 3:57,3 - Due less than 30 days,Cancelled By PM,MM3,PM - Preventative,CAT789CPV004,18601401,2016-MAY, $-   ,0,0,0
3049584,INSPECCION PREVENTIVA CADA 250HRS,PREVENTIVE INSPECTION EVERY 250HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,02-09-16 7:26,4/22/2016 1:20,3 - Due less than 30 days,Cancelled By PM,MM3,PM - Preventative,CAT789CPV008,18601401,2016-JUN, $-   ,0,0,0
3049782,MONITOREO - INSPECCIONAR TAPON MAGNETICO DE MASA MU•ON DERECHA. TOMAR FOTOS Y ENVIAR AL PERSONAL DE MONITOREO. ,MONITORING - INSPECT MASS MAGNETIC CAP RIGHT.ˇTAKE PICTURES AND SEND MONITORING PERSONNEL.,CAT789CDTS,408,WHEEL GROUP FRONT RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,02-09-16 9:48,2/27/2016 12:10,2 - Due less than 14 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3050633,REPARAR ESCALERA AUXILIAR,REPAIR AUXILIARY STAIRCASE,CAT789CFRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,02-09-16 21:18,02-09-16 21:15,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,13,8,13
3053817,CORREGIR FUGA POR LINEA DE ENFRIAMIENTO DEL FRENO DELANTERO IZQUIERDO.,CORRECT LEAK FOR FRONT BRAKE COOLING LINE LEFT.,CAT789DENG,434,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789D 434,02-10-16 21:50,02-10-16 21:48,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,3,0,3
3054083,REEMPLAZAR LINEA HIDRAULICA DE FRENO DELANTERO IZQUIERDO.,REPLACE FRONT BRAKE HYDRAULIC LINE LEFT.,CAT789DENG,434,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789D 434,02-11-16 3:03,02-11-16 3:01,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,0,0,0
3054190,"CAMBIAR MANGUERA DE ENFRIAMIENTO DE LOS FRENOS, DELANTERO IZQUIERDO. (BACKLOG)","CHANGE BRAKE COOLING HOSE, LEFT FRONT.(BACKLOG)",CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-11-16 6:08,2/25/2016 6:07,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,3,13,13
3054388,MONITOREO - CAMBIO DE COOLANT POR CONDICION Y POR PRESENCIA DE SOLIDOS SEGUN SOS.,MONITORING - CHANGE OF COOLANT BY CONDITION AND BY PRESENCE OF SOLIDS SEGUN SOS.,CAT789CENG,408,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789C 408,02-11-16 8:32,02-11-16 8:31,0 - Immediate,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,5,0,5
3054469,MONITOREO - HACER FLUSHING CON HD10 A MASA MU•ON IZQUIERDA. INSPECCIONAR TAPON MAGNETICO POR PRESENCIA DE HIERRO SEGUN REPORTE SOS (38PPM). TOMAR FOTOS Y ENVIAR AL PERSONAL DE MONITOREO.,MONITORING - FLUSHING WITH HD10 TO MASS LEFT.ˇINSPECT MAGNETIC COVER BY IRON PRESENCE ACCORDING TO SOS REPORT (38PPM).ˇTAKE PICTURES AND SEND MONITORING PERSONNEL.,CAT789DDTS,422,WHEEL GROUP FRONT LEFT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,02-11-16 10:11,4/15/2016 23:01,2 - Due less than 14 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3054510,REEMPLAZO DE MANGUERA DE ENFRIAMIENTO DE LOS FRENOS DELANTEROS. (BACKLOG),REPLACEMENT OF COOLING HOSE OF THE FRONT BRAKES.ˇ(BACKLOG),CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,02-11-16 10:07,02-11-16 10:06,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,11,14,15
3054514,MONITOREO - INSPECCIONAR TAPON MAGNETICO MASA MU•ON DERECHA POR PRESENCIA DE HIERRO SEGUN REPORTE SOS. TOMAR FOTOS Y ENVIAR AL PERSONAL DE MONITOREO. ,MONITORING - INSPECTING MAGNETIC CAP MASS RIGHT DUMMY FOR PRESENCE OF IRON ACCORDING TO SOS REPORT.ˇTAKE PICTURES AND SEND MONITORING PERSONNEL.,CAT789DDTS,422,WHEEL GROUP FRONT RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,02-11-16 10:32,03-02-16 4:18,2 - Due less than 14 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3054634,INSPECCION A/C EN PM 250 HRS,INSPECTION A / C IN PM 250 HRS,CAT789DACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,02-11-16 11:51,2/16/2016 16:09,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV102,18601401,2016-FEB, $-   ,0,0,0
3054645,INSPECCION A/C EN PM 250 HRS,INSPECTION A / C IN PM 250 HRS,CAT789CACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,02-11-16 11:56,2/21/2016 16:03,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,0,0
3054694,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX ( PM 250 HRS),INSPECTION SYSTEM AFEX FIRE RED (PM 250 HRS),CAT789DFIR,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,02-11-16 12:15,2/16/2016 14:39,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV104,18601401,2016-FEB, $-   ,0,0,0
3054705,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX ( PM 250 HRS),INSPECTION SYSTEM AFEX FIRE RED (PM 250 HRS),CAT789CFIR,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,02-11-16 12:18,2/21/2016 14:51,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-FEB, $-   ,0,14,14
3054845,"INSTALAR DEL GUARDALODO LADO IZQUIERDO LADO OPERADOR, NO LO TIENE","INSTALLING THE GUARDALODO LEFT SIDE OPERATOR SIDE, DO NOT HAVE IT",CAT789CFRM,408,FRAME HAULTRUCK CATERPILLAR 789C 408,02-11-16 13:47,2/27/2016 17:52,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,0,12,12
3054849,ORDEN DE SEGUIMIENTO PARA DESPACHAR FILTRO SECUNDARIO DA•ADO DEL MANTENIMIENTO PREVENTIVO CADA 500HRS,FOLLOW-UP ORDER TO DISPATCH SECONDARY FILTER DAMAGED FROM PREVENTIVE MAINTENANCE EVERY 500HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,02-11-16 13:50,02-11-16 13:49,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,2,5,7
3055116,LIMPIEZA DE LA CABINA DEL OPERADOR Y LUCES DE SERVICIO,CLEANING THE OPERATOR CABIN AND SERVICE LIGHTS,CAT789CFRM,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,02-12-16 0:30,02-12-16 0:28,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,3,0,3
3055147,CORREGIR PERDIDA DE POTENCIA DE MOTOR,CORRECTION LOSS OF ENGINE POWER,CAT789CENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,02-12-16 1:58,02-12-16 1:55,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-FEB, $-   ,5,0,5
