Equipo,Start Time,Week,Sistema,System_google_translated,Estado/C¢digo,C¢digo de tipo,End Time,Duration (min),Duration (hrs),Work Type,Comentario,Commentary_google_translated,Locaton
TK408,1/30/2016 7:05,Week-05,AIRE,AIR,AR-215  AIRE-TANQUE RECIBIDOR,C¢digo Secundario,1/30/2016 9:48,162.43,2.7,No programado,FALTA DE AIRE PARA ENCENDIDO,LACK OF AIR FOR IGNITION,HR1-VIA4
TK434,1/30/2016 11:47,Week-05,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,1/30/2016 14:24,157.23,2.6,No programado,NIVEL BAJO ACEITE D ELA TRANSMISION DEBIDO A FUGA NIVEL 2,LOW LEVEL OIL D ELA TRANSMISSION DUE TO LEAK LEVEL 2,HR7-VIA5
TK408,1/30/2016 13:29,Week-05,AIRE,AIR,AR-205  AIRE-COMPRESOR DE AIRE,C¢digo Secundario,1/30/2016 17:43,253.88,4.2,No programado,CAMBIO DE MOTOR DE ARRANQUE NEUMATICO POR AVERIA,CHANGE OF PNEUMATIC STARTER MOTOR,HR1-VIA4
TK408,1/30/2016 19:44,Week-05,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,1/31/2016 2:43,418.85,7,No programado,CAMBIO DE LLANTAS 5 Y 6,CHANGE OF TIRES 5 AND 6,HR1-VIA4
TK408,1/31/2016 4:45,Week-05,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-825  ELECTRICO 12/24 VOLTS-ARRANQUE,C¢digo Secundario,1/31/2016 5:19,33.68,0.6,No programado,NO ENCIENDE ,IT DOES NOT TURN ON,HR1-VIA4
TK434,1/31/2016 0:05,Week-05,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,1/31/2016 6:00,355.1,5.9,No programado,FUGA DE ACEITE DE TRANSMISI?N ,TRANSMISSION OIL LEAK,HR7-VIA7
TK434,1/31/2016 7:40,Week-05,AIRE,AIR,AR-220  AIRE-VALVULAS,C¢digo Secundario,1/31/2016 8:08,28.12,0.5,No programado,AJUSTE DE VALVULA DE ALIVIO DEL TANQUE SECUNDARIO,SECONDARY TANK RELIEF VALVE ADJUSTMENT,HR7-VIA7
TK408,1/31/2016 16:49,Week-05,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,1/31/2016 16:56,6.73,0.1,Programado,"RETORQUEO DE LLANTAS, NO SE REALIZO","RETURNING OF TIRES, NOT PERFORMED",TALLER EQUIPO PESADO
TK408,02-01-16 7:31,Week-06,AIRE,AIR,AR-220  AIRE-VALVULAS,C¢digo Secundario,02-01-16 8:38,66.78,1.1,No programado,"VALVULA DE ALIVIO DEL TANQUE SECUNDARIO EN MAL ESTADO, LA MISMA SE DEJO TRABADA YA QUE NO TENEMOS EN REPUESTO","VALVE OF RELIEF OF THE SECONDARY TANK IN MAL STATE, THE SAME LEFT WORK AS WE DO NOT HAVE IN SPARE",PARQUEO HR6
TK422,02-02-16 4:48,Week-06,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,02-02-16 5:21,32.9,0.5,No programado,EL AIRE ACONDICIONADO NO ENFRIA ,AIR CONDITIONING DOES NOT COOL,HR5-VIA1
TK403,02-02-16 20:03,Week-06,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,02-02-16 23:43,219.87,3.7,No programado,LUZ DELANTERA LADO IZQUIERDO QUEMADA,FRONT LIGHT LEFT BURNED,PARQUEO HR6
TK408,02-03-16 0:30,Week-06,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,02-03-16 1:40,69.98,1.2,No programado,LIMPIA PARABRISAS NO FUCIONA BIEN,WINDSCREEN WIPER DOES NOT FUCK WELL,HR6-VIA2
TK422,02-03-16 5:05,Week-06,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,02-03-16 8:57,231.45,3.9,Programado,LADADO PARA PM 1000 HRS + BACKLOGS ,LADING FOR 1000 PM HRS + BACKLOGS,ENTRADA DE COMBUSTIBLE
TK434,02-03-16 12:04,Week-06,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,02-03-16 17:21,317.97,5.3,No programado,FUGA DE ACEITE HIDR?ULICO EN UNA MANGUERA DEL PAQUETE DE FRENO DE LA LLANTA POSICI?N 1,HYDRAULIC OIL LEAKAGE IN A HOSE BRAKE PACK POSITION 1,COMBUSTIBLE TALLER
TK422,02-03-16 8:57,Week-06,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,02-03-16 17:49,532.22,8.9,Programado,PM 1000 HRS + BACKLOGS,PM 1000 HRS + BACKLOGS,ENTRADA DE COMBUSTIBLE
TK422,02-03-16 17:49,Week-06,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,02-03-16 20:58,188.67,3.1,No programado,MODIFICACION DE LA BASE PARA LA ESLINGA DE LA TOLVA ,MODIFICATION OF THE BASE FOR THE HOPPER SLING,ENTRADA DE COMBUSTIBLE
TK408,02-04-16 6:57,Week-06,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,02-04-16 8:29,91.92,1.5,No programado,INSPECCI?N DE LA LLANTA POSICI?N 5,INSPECTION OF THE LOCAL THREAD 5,PARQUEO HR6
TK434,02-04-16 4:02,Week-06,LUBRICACION,LUBRICATION,LU-1405  LUBRICACION-SISTEMA DE LUBRICACION,C¢digo Secundario,02-04-16 10:04,361.52,6,No programado,MANGUERA DE CENGRASE DE CILINDRO DE DIRECCION IZQUIERDO FLOJA,LEFT STEERING CYLINDER CYLINDER HOSE FLOJA,CRUCE HR5 Y HR3
TK434,02-04-16 10:44,Week-06,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,02-04-16 12:04,80.42,1.3,No programado,REEMPLAZO DEL SWITCH MASTER,SWITCH MASTER REPLACEMENT,CRUCE HR5 Y HR3
TK434,02-04-16 16:46,Week-06,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,02-04-16 17:06,20.73,0.3,No programado,SE REINICIO EL SISTEMA POR EVENTO CAT3 CARRERA DE FRENO ALTO,SYSTEM REPEATED BY EVENT CAT3 HIGH BRAKE RACE,MO210B019
TK434,02-05-16 8:24,Week-06,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,02-05-16 10:01,97.28,1.6,No programado,GUARDALODO LADO IZQUIERDO POSICION #1 DESPEGADO,LEFT SIDE GUARD LEFT SIDE POSITION # 1,HR1-VIA4
TK434,02-05-16 17:08,Week-06,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,02-05-16 17:26,17.87,0.3,No programado,CARRERA DE FRENO ALTO NIVEL 3,HIGH LEVEL 3 BRAKE RACE,HR6-VIA2
TK408,02-05-16 17:18,Week-06,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,02-05-16 19:39,141.33,2.4,Programado,SE LE CAMBIARON LAS LLLANTAS POSICI?N 5 Y 6,POSITIONS 5 AND 6 CHANGES WERE CHANGED,ENTRADA DE COMBUSTIBLE
TK434,02-05-16 20:50,Week-06,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,02-05-16 23:36,165.67,2.8,No programado,EVALUAR TECLADO DEL VIMS,EVALUATE VIMS KEYBOARD,ENTRADA DE COMBUSTIBLE
TK434,02-06-16 7:04,Week-06,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,02-06-16 8:37,92.55,1.5,No programado,FUGA DE ACEITE EN UNO DE LOS PAQUETES DE FRENOS ,OIL LEAKAGE IN ONE OF THE BRAKE PACKS,MO200B701
TK422,02-07-16 8:46,Week-06,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,02-07-16 9:23,37.53,0.6,No programado,INSPECCION DE ALARMA DE RETROCESO,BACKPACK ALARM INSPECTION,MO-26
TK434,02-07-16 14:14,Week-06,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,02-07-16 14:38,23.62,0.4,No programado,INSPECCION PO FUGA HIDRAULICA POR MANGUERA DE ENFRIAMIENTO DEL PAQUETE DE FRENOS POSICION 1,INSPECTION POINT HYDRAULIC LEAKAGE OF COOLING HOSE OF THE BRAKE PACK POSITION 1,MO-02
TK434,02-07-16 14:38,Week-06,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,02-07-16 14:58,20.13,0.3,No programado,INSPECCION DE LA TOLVA,INSPECTION OF THE HOPPER,MO-02
TK408,02-07-16 19:19,Week-06,AIRE,AIR,AR-220  AIRE-VALVULAS,C¢digo Secundario,02-08-16 1:34,375.37,6.3,No programado,LA VALVULA DE DRENAJE DEL FRENO DE EMERGENCIA NO FUNCIONA + LLANTA POSICION 5 PRESENTA ALAMBRES AFUERA,EMERGENCY BRAKE DRAIN VALVE DOES NOT WORK + TIRE POSITION 5 PRESENTS WIRES OUTSIDE,ENTRADA DE COMBUSTIBLE
TK408,02-08-16 9:49,Week-07,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,02-08-16 11:49,120.32,2,No programado,FUGA EN PAQUETE DE FRENOS DE LA LLANTA POSICION 2,LEAK IN BRAKE PACK OF RIM POSITION 2,HR5-VIA2
TK422,02-08-16 14:33,Week-07,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,02-08-16 15:38,64.53,1.1,No programado,EL AIRE ACONDICIONADO NO ENFRIA ,AIR CONDITIONING DOES NOT COOL,ENTRADA-PARQUEO 180
TK403,02-09-16 3:23,Week-07,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,02-09-16 10:37,433.17,7.2,Programado,LAVADO PARA PM,WASH FOR PM,MO205B001
TK408,02-09-16 13:43,Week-07,AIRE,AIR,AR-210  AIRE-MANGUERAS/TUBERIAS,C¢digo Secundario,02-09-16 14:38,54.83,0.9,No programado,LA PRESI?N DE AIRE DE SERVICIO NO AUMENTA ,SERVICE AIR PRESSURE DOES NOT INCREASE,HR7-VIA3
TK403,02-09-16 10:37,Week-07,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,02-10-16 5:15,1118.47,18.6,Programado,PM 500 HRS BACKLOGS (CAMBIO DE TECHO Y OTROS),PM 500 HRS BACKLOGS (ROOF CHANGE AND OTHERS),MO205B001
TK434,02-10-16 10:32,Week-07,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,02-10-16 15:54,322.83,5.4,Programado,INS 250 HRS ,INS 250 HRS,ENTRADA DE COMBUSTIBLE
TK434,02-10-16 15:54,Week-07,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,02-10-16 16:24,30.05,0.5,No programado,INSPECCI?N DE FUGA ,LEAK INSPECTION,ENTRADA DE COMBUSTIBLE
TK403,02-10-16 19:59,Week-07,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,02-10-16 21:03,64.72,1.1,No programado,PERDIDA DE POTENCIA EN RAMPAS,LOSS OF POWER IN RAMPAS,HR1-VIA4
TK434,02-10-16 22:28,Week-07,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,02-10-16 23:43,74.15,1.2,No programado,FUGA DE ACEITE POR LLANTA #1 (FUGA NIVEL 1),TILE OIL LEAKAGE # 1 (LEAK 1 LEVEL),ENTRADA TALLER 
TK408,02-11-16 3:55,Week-07,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,02-11-16 5:49,113.85,1.9,Programado,LAVADO PARA PM,WASH FOR PM,PARQUEO HR6
TK434,02-11-16 5:46,Week-07,FRENOS,BRAKES,BK-305  FRENOS-ACUMULADOR DE FRENOS,C¢digo Secundario,02-11-16 17:26,699.83,11.7,No programado,CAMBIO DE MANGUERA DE ENFRIAMIENTO DE LOS FRENO,CHANGE OF BRAKE COOLING HOSE,ENTRADA TALLER 
TK408,02-11-16 5:49,Week-07,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,02-12-16 1:45,1196.73,19.9,Programado,PM 1000 HRS + BACKLOG,PM 1000 HRS + BACKLOG,PARQUEO HR6
TK408,02-12-16 3:28,Week-07,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,02-12-16 9:01,332.22,5.5,No programado,SE CARG? EL SISTEMA DE COMBUSTIBLE ,BE CARGED?†THE FUEL SYSTEM,D-PAGA/190
TK434,02-12-16 4:14,Week-07,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,02-12-16 9:28,314.08,5.2,No programado,PERDIDA DE POTENCIA,POWER LOSS,ENTRADA-PARQUEO 180
TK434,02-12-16 12:08,Week-07,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,02-12-16 15:35,207.55,3.5,No programado,INSPECCI?N DE TOLVA POR PLANCHA DESPEGADA    ,INSPECTION OF POWDER FOR LEAKNESS,PARQUEO HR11
TK408,02-12-16 9:01,Week-07,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,2/14/2016 4:53,2632.18,43.9,No programado,DIAGNOSTICAR FALLA DEL MOTOR BANCO LADO DERECHO NO FUNCIONA ,DIAGNOSING ENGINE FAILURE BANK RIGHT SIDE DOES NOT WORK,MO-02
TK434,2/14/2016 20:35,Week-07,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,2/14/2016 22:26,110.78,1.8,No programado,LIMPIEZA DE LUCES DELANTERAS,CLEANING OF FRONT LIGHTS,ENTRADA DE COMBUSTIBLE
TK408,2/14/2016 8:40,Week-07,HIDRAULICO,HYDRAULIC,HY-1230  HIDRAULICO-CAJA DE TRANSFERENCIA-PTO,C¢digo Secundario,2/15/2016 3:56,1156.28,19.3,No programado,CAMBIO DE BOMBA DE TRANSFERENCIA POR BAJA POTENCIA,LOW POWER POWER TRANSFER PUMP CHANGE,MO-02
TK422,2/15/2016 7:51,Week-08,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-830  ELECTRICO 12/24 VOLTS-CABLEADO,C¢digo Secundario,2/15/2016 9:00,68.92,1.1,No programado,SE REPARO LINEA QUE ALIMENTA LA BOCINA DEL VIMS,REPAIR LINE THAT FEEDS THE VIMS HANDLE,ENTRADA DE COMBUSTIBLE
TK422,2/17/2016 10:08,Week-08,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,2/17/2016 11:42,94.77,1.6,No programado,SE EVALUARON TODOS LOS PARAMETROS Y ESTA TODO POSITIVO,ALL PARAMETERS WERE EVALUATED AND THIS IS ALL POSITIVE,PQ-VIA2
TK408,2/17/2016 4:12,Week-08,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,2/17/2016 23:49,1176.18,19.6,No programado,"SE APAG? EN PLENA V?A,POR BAJO NIVEL DE COMBUSTIBLE","It turns off†IN FULL VINTAGE, BY LOW FUEL LEVEL",PQ-VIA1
TK408,2/18/2016 5:08,Week-08,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,2/18/2016 9:21,252.55,4.2,No programado,FUGA DE AIRE POR EL PEDAL DE FRENOS DE SERVICIOS   ,AIR TRAVEL FOR THE BRAKE PEDAL OF SERVICES,HR6-VIA1
TK408,2/18/2016 23:45,Week-08,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,2/19/2016 0:42,57.87,1,No programado,"NO ENCIENDE POR BATERIA, EVALUAR","DO NOT BATTERY LIGHT, EVALUATE",HR6-VIA2
TK403,2/18/2016 18:38,Week-08,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,2/19/2016 1:36,417.88,7,No programado,BAJA POTENCIA FALLA DE COMBUSTIBLE  ,LOW POWER FUEL FAILURE,HR6-VIA2
TK403,2/19/2016 2:35,Week-08,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,2/19/2016 8:42,366.95,6.1,No programado,PERDIDA DE PONTENCIA DEL MOTOR (NO SE ENCONTRO LA FALLA),ENGINE PUMP LOSS (TROUBLE FAILED),MO-17
TK422,2/19/2016 14:05,Week-08,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,2/19/2016 16:38,153.15,2.6,Programado,INS 250 HRS,INS 250 HRS,ENTRADA DE COMBUSTIBLE
TK403,2/19/2016 15:46,Week-08,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,2/19/2016 22:29,402.67,6.7,No programado,PERDIDA DE PONTENCIA DEL MOTOR,ENGINE PUMP LOSS,HR6-VIA2
TK434,2/20/2016 0:14,Week-08,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,2/20/2016 1:32,77.77,1.3,No programado,CARRERA DE FRENO ALTO ,HIGH BRAKE RACE,PQ-VIA2
TK403,2/20/2016 0:16,Week-08,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,2/20/2016 2:27,130.77,2.2,No programado,INSPECCI?N LUCES TRASERAS ,INSPECTION REAR LIGHTS,ENTRADA DE COMBUSTIBLE
TK434,2/20/2016 8:50,Week-08,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,2/20/2016 9:25,34.47,0.6,No programado,COMPLETAR NIVEL DE PSI DE LLANTA #5,COMPLETE LEVEL PSI LEVEL # 5,ENTRADA DE COMBUSTIBLE
TK403,2/21/2016 8:04,Week-08,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,2/21/2016 9:50,106.23,1.8,Programado,PM 250 HRS,PM 250 HRS,ENTRADA DE COMBUSTIBLE
TK403,2/21/2016 9:50,Week-08,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,2/21/2016 11:03,73.18,1.2,Programado,CAMBIO DE ACTUADOR DE SISTEMA AFEX DENTRO DE LA CABINA,CHANGE OF AFEX SYSTEM ACTUATOR INSIDE THE CAB,ENTRADA DE COMBUSTIBLE
TK408,2/21/2016 22:03,Week-08,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,2/22/2016 0:36,152.7,2.5,No programado,EVENTO BAJA PRESI?N EN SALIDA DE ACUMULADORES + EL VOLANTE SE PONE DURO ,EVENT LOW PRESSURE IN OUTPUTS OF ACCUMULATORS + THE FLYER IS HARD,HR2-VIA2
TK408,2/22/2016 1:29,Week-08,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,2/22/2016 2:54,84.68,1.4,No programado,BAJA PRESION DE ACUMULADORES,LOW PRESSURE OF ACCUMULATORS,D-PAGA/190
TK408,2/22/2016 2:54,Week-08,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,2/22/2016 4:10,76.13,1.3,No programado,FALLA DE INYECTOR DE COMBUSTIBLE NUMERO 1,FUEL INJECTOR FAILURE NUMBER 1,D-PAGA/190
TK408,2/22/2016 4:10,Week-08,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,2/22/2016 6:29,139.23,2.3,No programado,CAMBIO DE LLANTA POSICI?N 5 ,POSITION RANGE CHANGE 5,D-PAGA/190
TK408,2/22/2016 6:30,Week-09,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,2/22/2016 11:10,280.05,4.7,No programado,CAMBIO DE LLANTA POSICI?N 5 ,POSITION RANGE CHANGE 5,D-PAGA/190
TK408,2/22/2016 11:23,Week-09,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,2/22/2016 12:15,52.2,0.9,No programado,CORREGIR LINEA ABIERTA DEL INYECTOR #1,CORRECTIVE OPEN LINE OF INJECTOR # 1,D-PAGA/190
TK408,2/22/2016 12:15,Week-09,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,2/22/2016 15:42,206.8,3.4,No programado,CAMBIO DE BATERIAS,CHANGE OF BATTERIES,D-PAGA/190
TK408,2/22/2016 22:18,Week-09,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2005  GOMAS, AROS Y LLANTAS-AROS/ACCESORIOS",C¢digo Secundario,2/22/2016 23:14,56.23,0.9,No programado,RETORQUEO DE LLANTA POSICION 6,ROLL RETRIEVE POSITION 6,ENTRADA DE COMBUSTIBLE
TK434,2/22/2016 23:36,Week-09,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,2/23/2016 0:01,24.6,0.4,No programado,RESETEO DEL SISTEMA DE LOS FRENOS POR CARRERA DE FRENOS ALTO,REMAINING THE BRAKE SYSTEM BY HIGH BRAKE RACE,MO-03
TK434,2/23/2016 9:48,Week-09,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,2/23/2016 10:16,27.8,0.5,No programado,EVENTO DE CARRERA DE FRENOS ALTO NIVEL 3 ,HIGH LEVEL 3 BRAKE RACE EVENT,MO310C902
TK434,2/23/2016 15:16,Week-09,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,2/23/2016 15:53,36.38,0.6,No programado,COMPLETIVO DE PRESI?N DE AIRE DE UNA DE LAS LLANTAS ,COMPLETIVE AIR PRESSURE OF ONE OF THE TIRES,COMBUSTIBLE TALLER
TK403,2/24/2016 7:42,Week-09,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,2/24/2016 13:54,371.95,6.2,No programado,EL MOTOR EST? FALLANDO ,THE ENGINE IS?†FAILING,ENTRADA DE COMBUSTIBLE
TK403,2/24/2016 19:50,Week-09,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,2/24/2016 19:55,5.28,0.1,No programado,REPARACION DE LUZ DELANTERA IZQUIERDA,LEFT FRONT LIGHT REPAIR,HR1-VIA4
TK434,2/25/2016 3:55,Week-09,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,2/25/2016 10:29,394.25,6.6,Programado,LAVADO PARA REALIZAR PM,WASH TO MAKE PM,HR5-VIA2
TK422,2/25/2016 17:14,Week-09,MOTOR,MOTOR,EN-1005  MOTOR-CONTROLES,C¢digo Secundario,2/25/2016 20:36,201.6,3.4,No programado,INSTALACION DE LOS TORNILLOS DE LA BASE DE LA PALANCA DEL RETARDADOR MANUAL,MANUAL RETARDER LEVER BASE SCREWS INSTALLATION,HR7 ENTRADA
TK403,2/25/2016 19:18,Week-09,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,2/26/2016 0:27,308.92,5.1,No programado,INSPECCION DEL MOTOR POR FALLA,INSPECTION OF THE ENGINE FAILED,HR2-VIA2
TK434,2/25/2016 10:29,Week-09,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,2/26/2016 0:54,864.6,14.4,No programado,PM 1000 HRS ,PM 1000 HRS,HR5-VIA2
TK403,2/26/2016 13:35,Week-09,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,2/26/2016 14:44,68.77,1.1,No programado,SE APAGO EN LA VIA,It turned off on the road,HR6-VIA1
TK434,2/26/2016 0:54,Week-09,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,2/27/2016 5:19,1705.52,28.4,Programado,REPARACION CON SOLDADURA DE LA TOLVA,REPAIR WITH WELDING THE HOPPER,HR5-VIA2
TK403,2/27/2016 16:13,Week-09,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,2/27/2016 17:40,87.67,1.5,No programado,PERDIDA DE POTENCIA MOTOR,MOTOR POWER LOSS,HR1-VIA1
TK422,2/27/2016 4:42,Week-09,MOTOR,MOTOR,EN-1005  MOTOR-CONTROLES,C¢digo Secundario,2/27/2016 23:05,1103.07,18.4,No programado,ERROR EN EL SENSOR DE POSICI?N DEL CRAN ,CRAN POSITION SENSOR ERROR,HR2-HR5
TK403,2/28/2016 7:21,Week-09,MOTOR,MOTOR,EN-1030  MOTOR-ADMISION,C¢digo Secundario,2/28/2016 11:17,235.98,3.9,No programado,"NO TIENE POTENCIA EL MOTOR, EVALUAR","NO ENGINE POWER, EVALUATE",PQ-VIA2
TK403,2/28/2016 17:29,Week-09,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,2/28/2016 20:32,182.62,3,No programado,PERDIDA DE POTENCIA DE MOTOR (NO SE ENCONTRO FALLA),ENGINE POWER LOSS (NO FAULT FOUND),MO-02
TK408,2/29/2016 0:31,Week-09,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,2/29/2016 2:26,115.08,1.9,Programado,LAVADO PARA PM,WASH FOR PM,ENTRADA DE COMBUSTIBLE
TK408,2/29/2016 2:26,Week-09,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,2/29/2016 5:25,178.6,3,Programado,PM 250 HRS,PM 250 HRS,ENTRADA DE COMBUSTIBLE
